AGRICULTURE,MADHYA PRADESH,Asking about variety of Green pea,Advice to use Ealy Jaint Bornvilla NP-29
AGRICULTURE,MADHYA PRADESH,Asking control for sucking pest in cotton,Advice to use Imidacloprid 5-7ml  Acefate Powder 10gmpump
AGRICULTURE,MADHYA PRADESH,fruit dropping in cotton,Advice to give Nepthelic acetic acid 2-3mlpump
AGRICULTURE,MADHYA PRADESH,Ask about whitefly in lemon,Use Trisophose 20mlpump
AGRICULTURE,MADHYA PRADESH,Ask about rainfall,No possibility of rainfall
AGRICULTURE,MADHYA PRADESH,Ask about problem regarding 7-12  8-A,Advise to contact Mamlatdar officer
AGRICULTURE,MADHYA PRADESH,Asking for fertilizer insugarcane,Advise to apply 250 kg N per hacter
AGRICULTURE,MADHYA PRADESH,Asking about fertiliser in maize,Use 120-60 kg NPha
AGRICULTURE,MADHYA PRADESH,Askimg for sowing of sugarcan,Advise to sow in october
AGRICULTURE,MADHYA PRADESH,Asking for sowing of castor,Advise for sow in august
AGRICULTURE,MADHYA PRADESH,Asking about weather forecast,No possibility of rainfall
AGRICULTURE,MADHYA PRADESH,Asking about wilt in Banana,prefer COC 30 gm  Stereptomycine 3 gmpump
AGRICULTURE,MADHYA PRADESH,Asking variety of wheat,Prefer GW-496503366
AGRICULTURE,MADHYA PRADESH,Asking about root rot in cotton,prefder Mancozeb 30 gmpump
AGRICULTURE,MADHYA PRADESH,Ask for the sab sidy in pump set,sab sidy 10000 Rs
AGRICULTURE,MADHYA PRADESH,Asking control for root rotting in cotton,Advice to use Hexaconozole 25-30mlpump and do drenching
AGRICULTURE,MADHYA PRADESH,Asking control for heliothis in okra,Advice to use Thiodicarb 25-30gmpump
AGRICULTURE,MADHYA PRADESH,Ask for the posibilities of rainfall,Prefer to no posibilities of rainfall
AGRICULTURE,MADHYA PRADESH,Ask about subsidy on tractor,Available upto 45000
AGRICULTURE,MADHYA PRADESH,Asking for heliothis in great millet,Advise for spray endosulphan 15mlpump
AGRICULTURE,MADHYA PRADESH,Asking for sowing of sesamum,Advis to sow between 15aug to 16 sep
AGRICULTURE,MADHYA PRADESH,Asking sowing time of mustard,Prefer 1st week of october
AGRICULTURE,MADHYA PRADESH,Asking for rainfall,No rainfall now
AGRICULTURE,MADHYA PRADESH,Asking subsidy in tractor,45000 Rs subsidy is given
AGRICULTURE,MADHYA PRADESH,Asking about rainfall possibilities,No possibilities of rainfall
AGRICULTURE,MADHYA PRADESH,Asking collar rot in banana,Use streptocyclin 1gm Copper oxychloride 10gmpump
AGRICULTURE,MADHYA PRADESH,Asking about root rot,Us Carbonddezim 30gmpump
AGRICULTURE,MADHYA PRADESH,Asking for subsidy in well,Give proper information
AGRICULTURE,MADHYA PRADESH,Ask for panama wilt in banana,Advise to spray carbendazim 10 gm10litwater
AGRICULTURE,MADHYA PRADESH,Ask for haliothis in pegionpea,Advised to spray Endosulphan  21mlpupm
AGRICULTURE,MADHYA PRADESH,Asking about fertiliser in pigeon pea,Not recommended in split
AGRICULTURE,MADHYA PRADESH,Asking about fungus in cotton,Advise to mancozeb 25 gmpump
AGRICULTURE,MADHYA PRADESH,Asking about the pinkbollworm in brijal,Advise to quinalphos 20 mlpump
AGRICULTURE,MADHYA PRADESH,Ask for Defoliation of castor flower,Advised to Spray NAA  2to 3 mlpupm
AGRICULTURE,MADHYA PRADESH,Ask for suckking pest in castor,Advised tyo spray Emidachoprid 5 to 7 ml  Asiphate powder 10 to 12 grampupm
AGRICULTURE,MADHYA PRADESH,Asking about fungus in pigeanpea,prefer Carbendenzim 30 gmpump
AGRICULTURE,MADHYA PRADESH,Askf or the heliothis in chilli,use of qnalphos 20mlpump
AGRICULTURE,MADHYA PRADESH,Asking for rainfall,There is no rainfall
AGRICULTURE,MADHYA PRADESH,Fertiliser dose of Sugarcane,Advice to give 250-125-125kg npk per hac
AGRICULTURE,MADHYA PRADESH,Asking for subsidy for bore,Please contact to District Devlopment officer
AGRICULTURE,MADHYA PRADESH,Test call,Test call
AGRICULTURE,MADHYA PRADESH,Post emergence service in Buffalo,Transfer to Dr Aswar sir
AGRICULTURE,MADHYA PRADESH,Wilt in Banana,Advice to give Mancozeb 25-30gmpump
AGRICULTURE,MADHYA PRADESH,Asking control for boll drooping in cotton,It is due to environmental problem
AGRICULTURE,MADHYA PRADESH,Ask for variety of wheat,Advised to grow GW-496 366
AGRICULTURE,MADHYA PRADESH,Ask for fertilizer for wheat,Advised to apply 120 N-60 P2O5
AGRICULTURE,MADHYA PRADESH,Asking about,Blank Call
AGRICULTURE,MADHYA PRADESH,Ask about sawing time of mustard,1st week of October
AGRICULTURE,MADHYA PRADESH,Asking about the fertiliser in wheat,Advise to the 120:60:00 N P K kgha
AGRICULTURE,MADHYA PRADESH,Ask about less milk production,Advise to give Minfa mineral mixture
AGRICULTURE,MADHYA PRADESH,Ask for wilt in ber,Advised  to spray Mencozeb  35 grampupm
AGRICULTURE,MADHYA PRADESH,Ask for cultivation practice for sugercan,Give detali information
AGRICULTURE,MADHYA PRADESH,Ask fro the late varities fo wheat,use of gw-1lok-1
AGRICULTURE,MADHYA PRADESH,Asking about sandle plantation,give proper information
AGRICULTURE,MADHYA PRADESH,Ask for moong cultivation,Give proper information
AGRICULTURE,MADHYA PRADESH,Seed rate of Wheat,Prfere 100-125kg per hac
AGRICULTURE,MADHYA PRADESH,Heliothis in Banana,Advice to spray Thiodicarb 15mlpump
AGRICULTURE,MADHYA PRADESH,Ask for irrigation management in wheat,Apply to 6 to 7 irrigation in 15 days interval
AGRICULTURE,MADHYA PRADESH,Asking about varieties of wheeat,GW-49612366322
AGRICULTURE,MADHYA PRADESH,Asking about fungus in Cotton,prefer Hexaconazol 20 mlpump
AGRICULTURE,MADHYA PRADESH,Ask for the want to prapare of gau mutra dravan for the herbal use,Giv ethe information
AGRICULTURE,MADHYA PRADESH,Asking about whitefly in Gram,Advice to use Trizophos 20mlpump
AGRICULTURE,MADHYA PRADESH,Asking about the herbicides in onion,No  reccomendation in standing crop
AGRICULTURE,MADHYA PRADESH,Asking about sowing time of wheat,Advice upto 10 Dec with late varieties
AGRICULTURE,MADHYA PRADESH,Asking about the sowing season of wheat,Advise to grow 15 to 25 november
AGRICULTURE,MADHYA PRADESH,Asking about the fungus in Green gram,Advise to mancozeb 25gmpump
AGRICULTURE,MADHYA PRADESH,Ask for the fertilizer dose of wheat,use of 60 kg n2 as split dosehac of land
AGRICULTURE,MADHYA PRADESH,Asking subsidy in tractor,Advise-30subsidy is given
AGRICULTURE,MADHYA PRADESH,Asking about Herbicide in Wheat,prefer Pendimetheline As preemergence
AGRICULTURE,MADHYA PRADESH,ASk for Fertilizetr in Cotton,PRefer 50 N kgha
AGRICULTURE,MADHYA PRADESH,Wilt in Cumin,prefer  mancozeb 35gmpump
AGRICULTURE,MADHYA PRADESH,Ask forhte sab sidy in agro center,contact to district agriculture officer
AGRICULTURE,MADHYA PRADESH,Cultivation practices of Groundnut,Give proper information
AGRICULTURE,MADHYA PRADESH,wilt in cumin,Use Mencozeb 30gmpump
AGRICULTURE,MADHYA PRADESH,herbicide for the banana ,handweeding and inter culturing is to be done
AGRICULTURE,MADHYA PRADESH,subsidy on Rotavator,345Available upto 30000
AGRICULTURE,MADHYA PRADESH,heliothis management,application of carofuran 20 kg per ha
AGRICULTURE,MADHYA PRADESH,wheat in SangaliMaharashtra,Contact to KCC in Maharashtra
AGRICULTURE,MADHYA PRADESH,Ask About Sowing Season Of Green Gram,sowing in the month of june -july
AGRICULTURE,MADHYA PRADESH,Ask For SPlit Application Of Fertilizer in Coton,prefer 50 kg Nha
AGRICULTURE,MADHYA PRADESH,sucking Pest in Pigeon Pea,imi5 to 7ml
AGRICULTURE,MADHYA PRADESH,Fertilizer in wheat,
AGRICULTURE,MADHYA PRADESH,Fertilizer in wheat,120:60:00 kg NPKHa
AGRICULTURE,MADHYA PRADESH,wheat in SangaliMaharashtra,Contact to KCC in Maharashtra
AGRICULTURE,MADHYA PRADESH,Asking time of sowing of sesamum,Prefer 15 jan-Feb
AGRICULTURE,MADHYA PRADESH,Ask about hebicide in wheat,use 24-D 400gmhac
AGRICULTURE,MADHYA PRADESH,Ask about heliothis in banana,use thyodicarb 15mlpump
AGRICULTURE,MADHYA PRADESH,Asking contact no of Shakari Madali,Advice to contact to gram sevak
AGRICULTURE,MADHYA PRADESH,asking of varites of okra,use parbhani krantiGujarat okra-1
AGRICULTURE,MADHYA PRADESH,Ask for the herbicide for the okara,Use of 1kg pendimithalin hac of land
AGRICULTURE,MADHYA PRADESH,Asking variety of sesamum,Use Gujarat Sesamum-12
AGRICULTURE,MADHYA PRADESH,Asking irrigation requred in mango,Advise to give no irigation requred in this time
AGRICULTURE,MADHYA PRADESH,Asking fertiliser in mogra,Prefre 120-60-60 gm NPKplant
AGRICULTURE,MADHYA PRADESH,For vareity of Maize,Guj maize-12
AGRICULTURE,MADHYA PRADESH,Ask for the sowing time of maize,sowing in the octo-november
AGRICULTURE,MADHYA PRADESH,thrips in cumin,use Imidacloprid 8mlAcephate 15gmpump
AGRICULTURE,MADHYA PRADESH,Ask for hte fertilizer dose of papaya,Use of 200-200-250 gm npkhac of land
AGRICULTURE,MADHYA PRADESH,Asking blight in cumin,Prefer Mancozeb 35gmpump
AGRICULTURE,MADHYA PRADESH,Asking fertiliser dose of seasamum,Prefer 25-25-00 NPK KgHa
AGRICULTURE,MADHYA PRADESH,Ask for the contect number of SSK in AAU,Give the contect number
AGRICULTURE,MADHYA PRADESH,Asking wilt in banana,prefer mencozeb 35gmpump
AGRICULTURE,MADHYA PRADESH,asking of thrips in cumin,use Imidacloprid 8mlAcephate 15gmpump
AGRICULTURE,MADHYA PRADESH,ask about sucking pest in castor,use imidaclrpride 8ml  acephate 15 g pump
AGRICULTURE,MADHYA PRADESH,Ask for the near nurcery contect number,Give the contect number
AGRICULTURE,MADHYA PRADESH,asking of powdery mildew in okra,use sulphare wettabal 25gmpump
AGRICULTURE,MADHYA PRADESH,ask about spraying of urea in mango fruit,use 200 g urea  22 mili gram naa at pea shape mango fruit
AGRICULTURE,MADHYA PRADESH,Sucking pest in Mango,Use Imidacloroprid 5-7mlpump
AGRICULTURE,MADHYA PRADESH,Heliothis in Sapota,Use Quinalphos 25-30mlpump
AGRICULTURE,MADHYA PRADESH,asking of sowing time of moong,advice for february to March
AGRICULTURE,MADHYA PRADESH,Asking control for army worm in brinjal,Advice to use Quinalphous 20mlpump
AGRICULTURE,MADHYA PRADESH,Ask about litrature for agriculture,give contact no of KRUSHI GOVIDHYA
AGRICULTURE,MADHYA PRADESH,Askling about sucking pest in sugarcane,Use Immidacloprid 7ml  acephate 12gmpump
AGRICULTURE,MADHYA PRADESH,For control of wilt in Chilli,Spray Mencozeb 35gmpump
AGRICULTURE,MADHYA PRADESH,Ask about Flowering problem jasmine,give 100gm amonium sulphate 60gm super phosphate 17gm Muret of potashplant
AGRICULTURE,MADHYA PRADESH,asking of growing of chandan,advice for contect to taluka officer
AGRICULTURE,MADHYA PRADESH,Asking variety of cucumber,Advice to grow GujCucumbser-1Pusa Shayog
AGRICULTURE,MADHYA PRADESH,Asking Ancracnose in Mango,Prefer Carbendezim 25 gmpump
AGRICULTURE,MADHYA PRADESH,Ask about food for cattle,give detailed information
AGRICULTURE,MADHYA PRADESH,Asking control for termite in coconut,Advice to use Chloropyriphous 20mlpump
AGRICULTURE,MADHYA PRADESH,Ask for the palak feed for the cow,TRAFER TO DRASWAR SIR
AGRICULTURE,MADHYA PRADESH,Ask for the fertilizer does of sesamum,use of 25-25-00 kg npkhac of land
AGRICULTURE,MADHYA PRADESH,Ask for the sab sidy in rotovetor,sab sidy up to 50 or 30000Rs
AGRICULTURE,MADHYA PRADESH,Ask for the control of red ant in chilli,use of Imidaclorprid 7mlpump
AGRICULTURE,MADHYA PRADESH,Asking about dropping of flower in mango,Use NAA 200mgUrea 200gm and spray
AGRICULTURE,MADHYA PRADESH,Ask for the fertilizer dose of sugarcane,use of 250125125 kg npkhac of land
AGRICULTURE,MADHYA PRADESH,For sowing season of Coriender,It can sawn in month of November
AGRICULTURE,MADHYA PRADESH,Asking information about when to give irrigation to mango,Advice to give irrigation when the mango is at pea size
AGRICULTURE,MADHYA PRADESH,asking about sucking pest in chilli,Use Phosphamidon 5mlpump
AGRICULTURE,MADHYA PRADESH,Wilt in Tomato,Use Mencozeb 25gmpump
AGRICULTURE,MADHYA PRADESH,Asking time of sowing of urd,Prefer FebMarch
AGRICULTURE,MADHYA PRADESH,Ask about sigatoka leafspotin banana,57gm carbandezim 10lit water
AGRICULTURE,MADHYA PRADESH,For control of fungus in Sugarcane,Use Carbendanzim 25gmpump
AGRICULTURE,MADHYA PRADESH,For control of rootrot in Brinjal,Spray Hexaclonozole 25mlpump
AGRICULTURE,MADHYA PRADESH,For vareity of Moong,Guj-4K-851
AGRICULTURE,MADHYA PRADESH,falling of aonla flower,Use NAA 250mgpump
AGRICULTURE,MADHYA PRADESH,Ask for the varities of moong,use of k-851guj-1234
AGRICULTURE,MADHYA PRADESH,Asking about kisan credit card,Advice to contect to Nationalized Bank
AGRICULTURE,MADHYA PRADESH,Market price of Masoor dal,It is near about 4800rs per qtl
AGRICULTURE,MADHYA PRADESH,ask about growth hormans in jarbera flower,use naa 3 ml pump
AGRICULTURE,MADHYA PRADESH,Asking information about oil refinery of groundnut,Information is not available
AGRICULTURE,MADHYA PRADESH,asking about subsidy on pump,advice to contect to agri officer
AGRICULTURE,MADHYA PRADESH,Asking smut in wheat,Use mencozeb 35gmpump
AGRICULTURE,MADHYA PRADESH,Ask about heliothis in maize,use quinalphose 15mlpump
AGRICULTURE,MADHYA PRADESH,Asking how much to use Caltar culture in mango,Advice to use 20ml caltar in 15lit water
AGRICULTURE,MADHYA PRADESH,Asking frut droping in Mango,Prefer NAA 250 gm  Urea 200gm in 10 lit of water
AGRICULTURE,MADHYA PRADESH,Ask for the heliothis in sugarcane,use of imdoxicarb 20mlpump
AGRICULTURE,MADHYA PRADESH,asking of thrips in chilli,use Imidacloprid 8mlAcephate 10gmpump
AGRICULTURE,MADHYA PRADESH,asking of thrips in chilli,use Imidacloprid 8mlAcephate 10gmpump
AGRICULTURE,MADHYA PRADESH,asking of thrips in chilli,use Imidacloprid 8mlAcephate 10gmpump
AGRICULTURE,MADHYA PRADESH,asking of yield of gerbera,advice to give 200 flowersqmyear
AGRICULTURE,MADHYA PRADESH,asking of yield of gerbera,advice to give 200 flowersqmyear
AGRICULTURE,MADHYA PRADESH,asking of split dose in okra,use ammonium sulphate 240kgha
AGRICULTURE,MADHYA PRADESH,asking of split dose in okra,use ammonium sulphate 240kgha
AGRICULTURE,MADHYA PRADESH,asking of split dose in okra,use ammonium sulphate 240kgha
AGRICULTURE,MADHYA PRADESH,ask for the want to cut the tree for the selling,contect to forest dipart ment
AGRICULTURE,MADHYA PRADESH,ask for the want to cut the tree for the selling,contect to forest dipart ment
AGRICULTURE,MADHYA PRADESH,ask for the want to cut the tree for the selling,contect to forest dipart ment
AGRICULTURE,MADHYA PRADESH,Ask for the mealy bag in gauva,use of methayl parathion 25kghac of land
AGRICULTURE,MADHYA PRADESH,For control of falling of fruits in Mango,Give contact no of Agriculture University
AGRICULTURE,MADHYA PRADESH,Ask for the engalish name of spounge gaurd,Give the name
AGRICULTURE,MADHYA PRADESH,Ask for the sucking pest in cucumber,use of Imidacloprid 7ml  Acephat 10gmpump
AGRICULTURE,MADHYA PRADESH,Ask for the sowing pigeonpes,use of junejuly
AGRICULTURE,MADHYA PRADESH,Asking about information of silver plant,Information Given
AGRICULTURE,MADHYA PRADESH,Asking about information of silver plant,Information Given
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Ask for the sucking pest in chilli,use of imidacloprid 7ml  Acephat 10gmpump
AGRICULTURE,MADHYA PRADESH,Falling of small mango,Advice to use NAA 250mgpump
AGRICULTURE,MADHYA PRADESH,sowing time of cotton,Sowing in junejuly
AGRICULTURE,MADHYA PRADESH,sowing time of cotton,Sowing in junejuly
AGRICULTURE,MADHYA PRADESH,Low milk prouduction in buffalo,Advice to give Mineral MixtureSumul Dan and green and dry fodder
AGRICULTURE,MADHYA PRADESH,Low milk prouduction in buffalo,Advice to give Mineral MixtureSumul Dan and green and dry fodder
AGRICULTURE,MADHYA PRADESH,Ask for ht ehow to prepare the mango powder for the year storage,Contect to horti dipartment in navasariagriuni
AGRICULTURE,MADHYA PRADESH,ask suckinfg pest in okara,use of Imidacloprid 7ml  Acephat 10gmpump
AGRICULTURE,MADHYA PRADESH,asking of subcidi in rottovetar,advice to contect of gram sewak
AGRICULTURE,MADHYA PRADESH,Asking about subsidy on horticulture crop,give proper information
AGRICULTURE,MADHYA PRADESH,asking of sowing time of cotton,to prefar june to july
AGRICULTURE,MADHYA PRADESH,Asking about kisan credit card,Contact to nationalised bank
AGRICULTURE,MADHYA PRADESH,asking of heliothis in sapota,use quinalphos 20mlpump
AGRICULTURE,MADHYA PRADESH,Asking fertiliser dose in mango,Blank
AGRICULTURE,MADHYA PRADESH,Ask about use of cultar in mango,give propar information
AGRICULTURE,MADHYA PRADESH,Fertilzer dose of Papaya,Advice to give 200-200-200gm per tree
AGRICULTURE,MADHYA PRADESH,Ask about Whitefly in okra,Use trisophose 15mlpump
AGRICULTURE,MADHYA PRADESH,Asking for paddy sowing,Prfere GR-103GR-11 and Gurjari
AGRICULTURE,MADHYA PRADESH,asking of fertilizer in Paddy,use 80-20-0 NPK kgha
AGRICULTURE,MADHYA PRADESH,For variety of Paddy,JayaGR-47Gurjari
AGRICULTURE,MADHYA PRADESH,Fertiliser dose of Paddy,Advice to give 40-40-40kg npk per hac at the time of sowing
AGRICULTURE,MADHYA PRADESH,Mealy bug in Sapota,Advice to spray DDVP 8ml Quinalphos 1omlpump
AGRICULTURE,MADHYA PRADESH,ask abuout variety in cotton,use krushidhan-1-2-rashi-2bannimallika
AGRICULTURE,MADHYA PRADESH,Asking fertilser in mango,Use 4 kg DAP  MoP 1125kgplant after 9 year
AGRICULTURE,MADHYA PRADESH,varities of pigeon pea,use of bdn-2guj tur-100101
AGRICULTURE,MADHYA PRADESH,Asking sucking pest in in okra,Prefer imidacloprid 7 ml  Acifet 10 gmpump
AGRICULTURE,MADHYA PRADESH,Weed in paddy,Prfer pendimethalin 18gmpump
AGRICULTURE,MADHYA PRADESH,Ask for the varities of dramstick,use of PKM-1kokan rushirjafara
AGRICULTURE,MADHYA PRADESH,Asking how many dose of cultar to give in mango,Prefer 20 ml mix with 10-15 lit of waterplant
AGRICULTURE,MADHYA PRADESH,Asking seed treatment in paddy,Use thiramcarbondezim 3-4gm1 kg of seeds
AGRICULTURE,MADHYA PRADESH,sowing time of cucumber,Sowing in june-july
AGRICULTURE,MADHYA PRADESH,Ask for ht econtect number of nurccery,Give the contect number
AGRICULTURE,MADHYA PRADESH,For control of weed in Paddy,Use Butachlor 15kgha
AGRICULTURE,MADHYA PRADESH,Ask for the sab sidy in drip irrigation,sab sidy up to 50 contect to GGRC
AGRICULTURE,MADHYA PRADESH,asking of variety of banana,Blank
AGRICULTURE,MADHYA PRADESH,Asking sowing time of banana,Advice to grow from 15th June-15th July
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Sowing time of Caster,Prfere sowing in June-July
AGRICULTURE,MADHYA PRADESH,ask about weather,no possibility ofr rain fall today
AGRICULTURE,MADHYA PRADESH,Ask for the contect number of AAU,Give the contedt numer
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking fertilizer dose in paddy,use 100-25-00 npk kgha
AGRICULTURE,MADHYA PRADESH,Ask for the contect number of ICAR,Give the contect number
AGRICULTURE,MADHYA PRADESH,Ask about poultry farm,give propar information
AGRICULTURE,MADHYA PRADESH,Ask about kisan credit card,give propar information 
AGRICULTURE,MADHYA PRADESH,Ask for the wilt in paddy,use of hexaclonazol 20mlpump
AGRICULTURE,MADHYA PRADESH,Ask for the sowing time of marigold,sowign in june-july
AGRICULTURE,MADHYA PRADESH,Ask for the total production,production 8 to 10 tonehac f land
AGRICULTURE,MADHYA PRADESH,Ask for the total production,production 8 to 10 tonehac f land
AGRICULTURE,MADHYA PRADESH,Heliothis in brinjal,Advice to spray Quinalphos 25-30mlpump
AGRICULTURE,MADHYA PRADESH,Asking variety of castor,Advice to grow GCH-24567
